cluster_id,cluster_leader,canonical_name,name,frequency,score_to_leader,cluster_size,canonical_frequency,all_variants
554,Fast Forward/University of the Creative Arts,Fast Forward/University of the Creative Arts,Fast Forward/University of the Creative Arts,1,100.0,1,1,Fast Forward/University of the Creative Arts
555,Oslo and Akershus University College of Applied Sciences,Oslo and Akershus University College of Applied Sciences,Oslo and Akershus University College of Applied Sciences,1,100.0,1,1,Oslo and Akershus University College of Applied Sciences
556,BCS Learning & Development,BCS Learning & Development,BCS Learning and Development Ltd,1,100.0,3,3,"BCS Learning & Development, BCS Learning and Development, BCS Learning and Development Ltd"
556,BCS Learning & Development,BCS Learning & Development,BCS Learning and Development,2,100.0,3,3,"BCS Learning & Development, BCS Learning and Development, BCS Learning and Development Ltd"
556,BCS Learning & Development,BCS Learning & Development,BCS Learning & Development,3,100.0,3,3,"BCS Learning & Development, BCS Learning and Development, BCS Learning and Development Ltd"
557,Mundo Press,Mundo Press,Mundo Press,1,100.0,1,1,Mundo Press
558,"TU, Dresden","TU, Dresden","TU, Dresden",2,100.0,1,2,"TU, Dresden"
559,International Longevity Centre,International Longevity Centre,International Longevity Centre,1,100.0,1,1,International Longevity Centre
560,Cumulus Rome,Cumulus Rome,Cumulus Rome,1,100.0,1,1,Cumulus Rome
561,Japan Ergonomics Society,Japan Ergonomics Society,Japan Ergonomics Society,1,100.0,1,1,Japan Ergonomics Society
562,The Design Society,Design Research Society,The European Academy of Design,1,100.0,3,13,"Design Research Society, The Design Society, The European Academy of Design"
562,The Design Society,Design Research Society,The Design Society,3,100.0,3,13,"Design Research Society, The Design Society, The European Academy of Design"
562,The Design Society,Design Research Society,Design Research Society,13,100.0,3,13,"Design Research Society, The Design Society, The European Academy of Design"
563,The Howard League for Penal Reform,The Howard League for Penal Reform,The Howard League for Penal Reform,1,100.0,1,1,The Howard League for Penal Reform
564,International Corrections and Prisons Association (ICPA),International Corrections and Prisons Association (ICPA),International Corrections and Prisons Association (ICPA),1,100.0,1,1,International Corrections and Prisons Association (ICPA)
565,Active Aging Research Center,Active Aging Research Center,Active Aging Research Center,1,100.0,1,1,Active Aging Research Center
566,Ecological Society of America,Ecological Society of America,Ecological Society of America,5,100.0,1,5,Ecological Society of America
567,Nordic Research Network on Digitalising Childhoods,Nordic Research Network on Digitalising Childhoods,Nordic Research Network on Digitalising Childhoods,1,100.0,1,1,Nordic Research Network on Digitalising Childhoods
568,"Assembly for Expanded Perspectives on Learning (AEPL), NCTE","Assembly for Expanded Perspectives on Learning (AEPL), NCTE","Assembly for Expanded Perspectives on Learning (AEPL), NCTE",1,100.0,1,1,"Assembly for Expanded Perspectives on Learning (AEPL), NCTE"
569,Living Maps Review,Living Maps Review,Living Maps Review,1,100.0,1,1,Living Maps Review
570,Centre for Policy Modelling,Centre for Policy Modelling,Centre for Policy Modelling,2,100.0,1,2,Centre for Policy Modelling
571,The Foundation Stage Forum Ltd,The Foundation Stage Forum Ltd,The Foundation Stage Forum Ltd,1,100.0,1,1,The Foundation Stage Forum Ltd
572,Editorial Universidad de Alcalá,Editorial Universidad de Alcalá,Editorial Universidad de Alcalá,1,100.0,2,1,"Editorial Universidad de Alcalá, Editorial Universidad de Sevilla"
572,Editorial Universidad de Alcalá,Editorial Universidad de Alcalá,Editorial Universidad de Sevilla,1,76.19047619047619,2,1,"Editorial Universidad de Alcalá, Editorial Universidad de Sevilla"
573,Universitat Autonoma de Barcelona,Universitat Autonoma de Barcelona,Universitat Autònoma de Barcelona,1,96.96969696969697,2,4,"Universitat Autonoma de Barcelona, Universitat Autònoma de Barcelona"
573,Universitat Autonoma de Barcelona,Universitat Autonoma de Barcelona,Universitat Autonoma de Barcelona,4,100.0,2,4,"Universitat Autonoma de Barcelona, Universitat Autònoma de Barcelona"
574,Academy of Marketing,Academy of Marketing,Academy of Marketing,4,100.0,2,4,"Academy of Marketing, American Marketing Association"
574,Academy of Marketing,Academy of Marketing,American Marketing Association,1,100.0,2,4,"Academy of Marketing, American Marketing Association"
575,Youth & Policy,Youth and Policy,Youth and Policy,5,100.0,2,5,"Youth & Policy, Youth and Policy"
575,Youth & Policy,Youth and Policy,Youth & Policy,1,100.0,2,5,"Youth & Policy, Youth and Policy"
576,Open Journals,Open Journals,Open Journals,1,100.0,2,1,"Open Association of Research Society/Global Journals Inc., Open Journals"
576,Open Journals,Open Journals,Open Association of Research Society/Global Journals Inc.,1,100.0,2,1,"Open Association of Research Society/Global Journals Inc., Open Journals"
577,Instituto Europeo de Iniciativas Educativas,Instituto Europeo de Iniciativas Educativas,Instituto Europeo de Iniciativas Educativas,1,100.0,1,1,Instituto Europeo de Iniciativas Educativas
578,EMBO Press,EMBO Press,EMBO Press,2,100.0,1,2,EMBO Press
579,VANEASA - Visual Anthropology Network of European Association of Social Anthropologists,VANEASA - Visual Anthropology Network of European Association of Social Anthropologists,VANEASA - Visual Anthropology Network of European Association of Social Anthropologists,1,100.0,1,1,VANEASA - Visual Anthropology Network of European Association of Social Anthropologists
580,Society for Military History,Society for Military History,Society for Military History,3,100.0,1,3,Society for Military History
581,American Research Institute for Policy Development,American Research Institute for Policy Development,American Research Institute for Policy Development,1,100.0,1,1,American Research Institute for Policy Development
582,Turner White Communications,Turner White Communications,Turner White Communications,1,100.0,1,1,Turner White Communications
583,Isis editions,Isis editions,Isis editions,2,100.0,1,2,Isis editions
584,Loughborough University,Loughborough University Library,Loughborough University,2,100.0,2,8,"Loughborough University, Loughborough University Library"
584,Loughborough University,Loughborough University Library,Loughborough University Library,8,75.0,2,8,"Loughborough University, Loughborough University Library"
585,University of Minnesota,University of Minnesota,University of Minnesota,1,100.0,1,1,University of Minnesota
586,Business Perspectives,Business Perspectives,Business Perspectives,3,100.0,1,3,Business Perspectives
587,ETC Press,ETC Press,ETC Press,1,100.0,1,1,ETC Press
588,Creative Publishing House,Creative Publishing House,Creative Publishing House,1,100.0,1,1,Creative Publishing House
589,Instituto Nacional de Pesquisas da Amazônia,Instituto Nacional de Pesquisas da Amazônia,Instituto Nacional de Pesquisas da Amazônia,2,100.0,2,2,"Instituto Nacional de Pesquisas da Amazônia, Instituto Nacional de Pesquisas da Amazônia - INPA"
589,Instituto Nacional de Pesquisas da Amazônia,Instituto Nacional de Pesquisas da Amazônia,Instituto Nacional de Pesquisas da Amazônia - INPA,1,94.5054945054945,2,2,"Instituto Nacional de Pesquisas da Amazônia, Instituto Nacional de Pesquisas da Amazônia - INPA"
590,Resilience Alliance,Resilience Alliance,"Resilience Alliance, Inc.",1,100.0,2,1,"Resilience Alliance, Resilience Alliance, Inc."
590,Resilience Alliance,Resilience Alliance,Resilience Alliance,1,100.0,2,1,"Resilience Alliance, Resilience Alliance, Inc."
591,Nordic Council for Wildlife Research,Nordic Council for Wildlife Research,Nordic Council for Wildlife Research,1,100.0,1,1,Nordic Council for Wildlife Research
592,Annual Reviews,Annual Reviews,Annual Reviews,3,100.0,1,3,Annual Reviews
593,European Association for Evolutionary Political Economy (EAEPE),European Association for Evolutionary Political Economy (EAEPE),European Association for Evolutionary Political Economy (EAEPE),1,100.0,1,1,European Association for Evolutionary Political Economy (EAEPE)
594,International In-House Counsel Journal,International In-house Counsel Journal,International In-house Counsel Journal,2,100.0,2,2,"International In-House Counsel Journal, International In-house Counsel Journal"
594,International In-House Counsel Journal,International In-house Counsel Journal,International In-House Counsel Journal,1,100.0,2,2,"International In-House Counsel Journal, International In-house Counsel Journal"
595,Energy Psychology Press,Energy Psychology Press,Energy Psychology Press,1,100.0,1,1,Energy Psychology Press
596,"MM Publishing, s.r.o.","MM Publishing, s.r.o.","MM Publishing, s.r.o.",1,100.0,1,1,"MM Publishing, s.r.o."
597,EUROSoTL,EUROSoTL,EUROSoTL,1,100.0,1,1,EUROSoTL
598,Institute of Employability Professionals,Institute of Employability Professionals,Institute of Employability Professionals,1,100.0,1,1,Institute of Employability Professionals
599,Wilmington Publishing & Information Ltd.,Wilmington Publishing & Information Ltd.,Wilmington Publishing & Information Ltd.,2,100.0,1,2,Wilmington Publishing & Information Ltd.
600,Statistics Sweden,Statistics Sweden,Statistics Sweden,1,100.0,1,1,Statistics Sweden
601,Society for Endocrinology,Society for Endocrinology,European Society of Endocrinology,1,100.0,2,1,"European Society of Endocrinology, Society for Endocrinology"
601,Society for Endocrinology,Society for Endocrinology,Society for Endocrinology,1,100.0,2,1,"European Society of Endocrinology, Society for Endocrinology"
602,European Space Agency,European Space Agency,European Space Agency,1,100.0,2,1,"European Space Agency, European Space Agency (ESA)"
602,European Space Agency,European Space Agency,European Space Agency (ESA),1,85.71428571428572,2,1,"European Space Agency, European Space Agency (ESA)"
603,American Publishing Services,American Publishing Services,American Publishing Services,1,100.0,1,1,American Publishing Services
604,SEFI (European Society for Engineering Education),SEFI (European Society for Engineering Education),SEFI (European Society for Engineering Education),1,100.0,1,1,SEFI (European Society for Engineering Education)
605,Xuzhou Museum of Art,Xuzhou Museum of Art,Xuzhou Museum of Art,1,100.0,1,1,Xuzhou Museum of Art
606,IJPHY Publishers,IJPHY Publishers,IJPHY Publishers,1,100.0,1,1,IJPHY Publishers
607,National Academy of Sciences,National Academy of Sciences,National Academy of Sciences,10,100.0,1,10,National Academy of Sciences
608,Institute for Small Business and Entrepreneurship (ISBE),Institute for Small Business and Entrepreneurship (ISBE),Institute for Small Business and Entrepreneurship (ISBE),2,100.0,1,2,Institute for Small Business and Entrepreneurship (ISBE)
609,Pemberley Books (Publishing),Pemberley Books (Publishing),Pemberley Books (Publishing),1,100.0,1,1,Pemberley Books (Publishing)
610,EUSER,EUSER,EUSER,1,100.0,1,1,EUSER
611,Society for Neuroscience,Society for Neuroscience,Society for Neuroscience,6,100.0,2,6,"British Neuroscience Association, Society for Neuroscience"
611,Society for Neuroscience,Society for Neuroscience,British Neuroscience Association,1,100.0,2,6,"British Neuroscience Association, Society for Neuroscience"
612,Federation of European Microbiological Societies (FEMS),Federation of European Microbiological Societies (FEMS),Federation of European Microbiological Societies (FEMS),1,100.0,1,1,Federation of European Microbiological Societies (FEMS)
613,MPDI,MPDI,MPDI,1,100.0,1,1,MPDI
614,Erickson,Erickson,Erickson,1,100.0,1,1,Erickson
615,Research Network of Computational and Structural Biotechnology,Research Network of Computational and Structural Biotechnology,Research Network of Computational and Structural Biotechnology,1,100.0,1,1,Research Network of Computational and Structural Biotechnology
616,IWA Publishing,IWA Publishing,IWA Publishing,1,100.0,1,1,IWA Publishing
617,Economics Bulletin,Economics Bulletin,Economics Bulletin,1,100.0,1,1,Economics Bulletin
618,Cambridge English Language Assessment,Cambridge English Language Assessment,Cambridge English Language Assessment,1,100.0,1,1,Cambridge English Language Assessment
619,SciTech,SciTech,SciTech,1,100.0,1,1,SciTech
620,Instituto de Ciências Sociais,Instituto de Ciências Sociais,Instituto de Ciências Sociais,1,100.0,1,1,Instituto de Ciências Sociais
621,David Publishing,David Publishing,David Publishing,2,100.0,1,2,David Publishing
622,World Childless Week,World Childless Week,World Childless Week,2,100.0,1,2,World Childless Week
623,Men's Minds Matter,Men's Minds Matter,Men's Minds Matter,1,100.0,2,1,"Men's Minds Matter, Men’s Minds Matter"
623,Men's Minds Matter,Men's Minds Matter,Men’s Minds Matter,1,100.0,2,1,"Men's Minds Matter, Men’s Minds Matter"
624,United Nations Conference on Trade and Development,United Nations Conference on Trade and Development,United Nations Conference on Trade and Development,1,100.0,1,1,United Nations Conference on Trade and Development
625,MedCrave,MedCrave,MedCrave,1,100.0,1,1,MedCrave
626,British Institute of Radiology,British Institute of Radiology,British Institute of Radiology,1,100.0,1,1,British Institute of Radiology
627,PAGEPress,PAGEPress,PAGEPress,3,100.0,1,3,PAGEPress
628,University Film and Video Association,University Film and Video Association,University Film and Video Association,1,100.0,1,1,University Film and Video Association
629,The Ohio State University Libraries,The Ohio State University Libraries,The Ohio State University Libraries,2,100.0,1,2,The Ohio State University Libraries
630,European Studies Association,European Studies Association,European Association for American Studies,1,100.0,3,1,"European Association for American Studies, European Studies Association, European University Institute"
630,European Studies Association,European Studies Association,European Studies Association,1,100.0,3,1,"European Association for American Studies, European Studies Association, European University Institute"
630,European Studies Association,European Studies Association,European University Institute,1,100.0,3,1,"European Association for American Studies, European Studies Association, European University Institute"
631,The Science and Information Organization Ltd.,The Science and Information Organization Ltd.,The Science and Information Organization (SAI),1,94.11764705882352,2,2,"The Science and Information Organization (SAI), The Science and Information Organization Ltd."
631,The Science and Information Organization Ltd.,The Science and Information Organization Ltd.,The Science and Information Organization Ltd.,2,100.0,2,2,"The Science and Information Organization (SAI), The Science and Information Organization Ltd."
632,European Observatory on Homelessness,European Observatory on Homelessness,European Observatory on Homelessness,1,100.0,1,1,European Observatory on Homelessness
633,Old City Publishing,Old City Publishing,Old City Publishing,3,100.0,1,3,Old City Publishing
634,International Society of Ocean and Polar Engineers (ISOPE),International Society of Ocean and Polar Engineers (ISOPE),International Society of Ocean and Polar Engineers (ISOPE),1,100.0,1,1,International Society of Ocean and Polar Engineers (ISOPE)
635,http://www.isircconference2016.com/,http://www.isircconference2016.com/,http://www.isircconference2016.com/,1,100.0,1,1,http://www.isircconference2016.com/
636,"Institute of History, Saint-Petersburg State University","Institute of History, Saint-Petersburg State University","Institute of History, Saint-Petersburg State University",1,100.0,1,1,"Institute of History, Saint-Petersburg State University"
637,International Institute of Forecasters (IIF),International Institute of Forecasters (IIF),International Institute of Forecasters (IIF),1,100.0,1,1,International Institute of Forecasters (IIF)
638,Food and Agriculture Organization of the United Nations (FAO),Food and Agriculture Organization of the United Nations (FAO),Food and Agriculture Organization of the United Nations (FAO),1,100.0,1,1,Food and Agriculture Organization of the United Nations (FAO)
639,AgroParisTech,AgroParisTech,AgroParisTech,1,100.0,1,1,AgroParisTech
640,iMedPub Journals,iMedPub Journals,iMedPub Journals,1,100.0,1,1,iMedPub Journals
641,Association for Science Education,Association for Science Education,"International Institute for Science, Technology and Education",1,75.55555555555556,5,6,"Association for Science Education, International Institute for Science, Technology and Education, Science Fiction Research Association, World Academy of Science, Engineering and Technology, World Academy of Science, Engineering and Technology (WASET)"
641,Association for Science Education,Association for Science Education,Association for Science Education,6,100.0,5,6,"Association for Science Education, International Institute for Science, Technology and Education, Science Fiction Research Association, World Academy of Science, Engineering and Technology, World Academy of Science, Engineering and Technology (WASET)"
641,Association for Science Education,Association for Science Education,"World Academy of Science, Engineering and Technology",1,46.808510638297875,5,6,"Association for Science Education, International Institute for Science, Technology and Education, Science Fiction Research Association, World Academy of Science, Engineering and Technology, World Academy of Science, Engineering and Technology (WASET)"
641,Association for Science Education,Association for Science Education,"World Academy of Science, Engineering and Technology (WASET)",1,41.509433962264154,5,6,"Association for Science Education, International Institute for Science, Technology and Education, Science Fiction Research Association, World Academy of Science, Engineering and Technology, World Academy of Science, Engineering and Technology (WASET)"
641,Association for Science Education,Association for Science Education,Science Fiction Research Association,1,81.25,5,6,"Association for Science Education, International Institute for Science, Technology and Education, Science Fiction Research Association, World Academy of Science, Engineering and Technology, World Academy of Science, Engineering and Technology (WASET)"
642,Analog Game Studies,Analog Game Studies,Analog Game Studies,2,100.0,1,2,Analog Game Studies
643,Canadian Game Studies Association,Canadian Game Studies Association,Canadian Game Studies Association,1,100.0,1,1,Canadian Game Studies Association
644,Verduci Editore s.r.l.,Verduci Editore s.r.l.,Verduci Editore s.r.l.,2,100.0,1,2,Verduci Editore s.r.l.
645,IDEA,IDEA,IDEA,1,100.0,1,1,IDEA
646,Sport Information Resource Centre (SIRC),Sport Information Resource Centre (SIRC),Sport Information Resource Centre (SIRC),1,100.0,1,1,Sport Information Resource Centre (SIRC)
647,CECS,CECS,CECS,2,100.0,1,2,CECS
648,KEI Journals,KEI Journals,KEI Journals,1,100.0,1,1,KEI Journals
649,AAS,AAS,AAS,1,100.0,1,1,AAS
650,Polish Academy of Sciences,Polish Academy of Sciences,Polish Academy of Sciences,1,100.0,1,1,Polish Academy of Sciences
651,University of Huddersfield,University of Huddersfield Press,The University of Huddersfield,1,100.0,3,3,"The University of Huddersfield, University of Huddersfield, University of Huddersfield Press"
651,University of Huddersfield,University of Huddersfield Press,University of Huddersfield,1,100.0,3,3,"The University of Huddersfield, University of Huddersfield, University of Huddersfield Press"
651,University of Huddersfield,University of Huddersfield Press,University of Huddersfield Press,3,100.0,3,3,"The University of Huddersfield, University of Huddersfield, University of Huddersfield Press"
652,Politics and Rights Review,Politics and Rights Review,Politics and Rights Review,1,100.0,1,1,Politics and Rights Review
653,http://www.3dbodyscanning.org/2014/docs/3dbst2014_program.pdf,http://www.3dbodyscanning.org/2014/docs/3dbst2014_program.pdf,http://www.3dbodyscanning.org/2014/docs/3dbst2014_program.pdf,1,100.0,1,1,http://www.3dbodyscanning.org/2014/docs/3dbst2014_program.pdf
654,Parapsychology Press,Parapsychology Press,Parapsychology Press,2,100.0,1,2,Parapsychology Press
655,Redfundamentos SL,Redfundamentos SL,Redfundamentos SL,1,100.0,1,1,Redfundamentos SL
656,American Academy of Religion,American Academy of Religion,American Academy of Religion,1,100.0,1,1,American Academy of Religion
657,Visit Bristol,Visit Bristol,Visit Bristol,1,100.0,1,1,Visit Bristol
658,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,Universidade do Estado do Rio de Janeiro,1,77.27272727272727,2,1,"Universidade Federal do Rio de Janeiro, Universidade do Estado do Rio de Janeiro"
658,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,1,100.0,2,1,"Universidade Federal do Rio de Janeiro, Universidade do Estado do Rio de Janeiro"
659,Visit Manchester,Visit Manchester,Visit Manchester,3,100.0,1,3,Visit Manchester
660,"RIXC, Riga, and MPLab, Liepāja","RIXC, Riga, and MPLab, Liepāja","RIXC, Riga, and MPLab, Liepāja",1,100.0,1,1,"RIXC, Riga, and MPLab, Liepāja"
661,LAR Centre Press,LAR Centre Press,LAR Centre Press,1,100.0,1,1,LAR Centre Press
662,National Association for the Teaching of English,National Association for the Teaching of English,National Association for the Teaching of English (NATE),1,86.48648648648648,2,1,"National Association for the Teaching of English, National Association for the Teaching of English (NATE)"
662,National Association for the Teaching of English,National Association for the Teaching of English,National Association for the Teaching of English,1,100.0,2,1,"National Association for the Teaching of English, National Association for the Teaching of English (NATE)"
663,"International Gramsci Society, University of Wollongong, Australia","International Gramsci Society, University of Wollongong, Australia","International Gramsci Society, University of Wollongong, Australia",1,100.0,1,1,"International Gramsci Society, University of Wollongong, Australia"
664,UniUrb Open Journals,UniUrb Open Journals,UniUrb Open Journals,1,100.0,1,1,UniUrb Open Journals
665,Royal Society Publishing in collaboration with the Royal Society of Chemistry,Royal Society Publishing in collaboration with the Royal Society of Chemistry,Royal Society Publishing in collaboration with the Royal Society of Chemistry,1,100.0,1,1,Royal Society Publishing in collaboration with the Royal Society of Chemistry
666,American Institute of Mathematical Sciences (AIMS),American Institute of Mathematical Sciences (AIMS),American Institute of Mathematical Sciences (AIMS),2,100.0,1,2,American Institute of Mathematical Sciences (AIMS)
667,Hodder Education,Hodder Education,Hodder Education,5,100.0,1,5,Hodder Education
668,"AMPS (Architecture, Media, Politics, Society)","AMPS (Architecture, Media, Politics, Society)","AMPS (Architecture, Media, Politics, Society)",3,100.0,1,3,"AMPS (Architecture, Media, Politics, Society)"
669,Policy Evaluation & Research Unit (PERU),Policy Evaluation & Research Unit (PERU),Policy Evaluation & Research Unit (PERU),1,100.0,2,1,"Policy Evaluation & Research Unit (PERU), Policy Evaulation & Research Unit (PERU)"
669,Policy Evaluation & Research Unit (PERU),Policy Evaluation & Research Unit (PERU),Policy Evaulation & Research Unit (PERU),1,96.2962962962963,2,1,"Policy Evaluation & Research Unit (PERU), Policy Evaulation & Research Unit (PERU)"
670,British Society of Criminology,British Society of Criminology,British Society of Criminology,2,100.0,1,2,British Society of Criminology
671,interactives Journal,interactives Journal,interactives Journal,1,100.0,1,1,interactives Journal
672,DovePress,DovePress,DovePress,1,100.0,1,1,DovePress
673,Università degli Studi di Trieste,Università degli Studi di Trieste,Università degli Studi di Trieste,1,100.0,1,1,Università degli Studi di Trieste
674,Bodleian Library,Bodleian Library,Bodleian Library,1,100.0,1,1,Bodleian Library
675,Lawrence Wishart,Lawrence and Wishart,Lawrence and Wishart,8,100.0,3,8,"Lawrence & Wishart Ltd, Lawrence Wishart, Lawrence and Wishart"
675,Lawrence Wishart,Lawrence and Wishart,Lawrence & Wishart Ltd,2,100.0,3,8,"Lawrence & Wishart Ltd, Lawrence Wishart, Lawrence and Wishart"
675,Lawrence Wishart,Lawrence and Wishart,Lawrence Wishart,2,100.0,3,8,"Lawrence & Wishart Ltd, Lawrence Wishart, Lawrence and Wishart"
676,Archives and Records Association,Archives and Records Association,Archives & Records Association UK & Ireland,1,74.4186046511628,2,1,"Archives & Records Association UK & Ireland, Archives and Records Association"
676,Archives and Records Association,Archives and Records Association,Archives and Records Association,1,100.0,2,1,"Archives & Records Association UK & Ireland, Archives and Records Association"
677,Chartered Institute of Logistics and Transport (CILT),Chartered Institute of Logistics and Transport (CILT),Chartered Institute of Logistics and Transport (CILT),2,100.0,1,2,Chartered Institute of Logistics and Transport (CILT)
678,Cleveland & Teesside Local History Society,Cleveland & Teesside Local History Society,Cleveland & Teesside Local History Society,3,100.0,1,3,Cleveland & Teesside Local History Society
679,TheQuietus.com,TheQuietus.com,TheQuietus.com,1,100.0,1,1,TheQuietus.com
680,Ruth Heholt,Ruth Heholt,Ruth Heholt,2,100.0,1,2,Ruth Heholt
681,University of Puget Sound,University of Puget Sound,University of Puget Sound,1,100.0,1,1,University of Puget Sound
682,Alcohol Research Documentation,Alcohol Research Documentation,Alcohol Research Documentation,2,100.0,1,2,Alcohol Research Documentation
683,International Global Health Society,National Institute for Health and Care Research,National Institute for Health and Care Research,6,70.58823529411764,4,6,"International Global Health Society, National Institute for Health Research, National Institute for Health and Care Research, National Institute for Health and Care Research (NIHR)"
683,International Global Health Society,National Institute for Health and Care Research,International Global Health Society,1,100.0,4,6,"International Global Health Society, National Institute for Health Research, National Institute for Health and Care Research, National Institute for Health and Care Research (NIHR)"
683,International Global Health Society,National Institute for Health and Care Research,National Institute for Health Research,2,100.0,4,6,"International Global Health Society, National Institute for Health Research, National Institute for Health and Care Research, National Institute for Health and Care Research (NIHR)"
683,International Global Health Society,National Institute for Health and Care Research,National Institute for Health and Care Research (NIHR),1,54.54545454545454,4,6,"International Global Health Society, National Institute for Health Research, National Institute for Health and Care Research, National Institute for Health and Care Research (NIHR)"
684,African Field Epidemiology Network,African Field Epidemiology Network,African Field Epidemiology Network,2,100.0,1,2,African Field Epidemiology Network
685,American Academy of Neurology,American Academy of Neurology,American Academy of Neurology,1,100.0,1,1,American Academy of Neurology
686,American Society of Tropical Medicine and Hygiene,American Society of Tropical Medicine and Hygiene,American Society of Tropical Medicine and Hygiene,1,100.0,1,1,American Society of Tropical Medicine and Hygiene
687,Medical Faculty of Uludag University,Medical Faculty of Uludag University,Medical Faculty of Uludag University,2,100.0,1,2,Medical Faculty of Uludag University
688,The Pan African Medical Journal,The Pan African Medical Journal,The Pan African Medical Journal,1,100.0,1,1,The Pan African Medical Journal
689,American Public Health Association,American Public Health Association,American Public Health Association,1,100.0,1,1,American Public Health Association
690,American Speech Language Hearing Association,American Speech Language Hearing Association,American Speech Language Hearing Association,1,100.0,2,1,"American Speech Language Hearing Association, American Speech-Language-Hearing Association"
690,American Speech Language Hearing Association,American Speech Language Hearing Association,American Speech-Language-Hearing Association,1,100.0,2,1,"American Speech Language Hearing Association, American Speech-Language-Hearing Association"
691,King Faisal Specialist Hospital and Research Centre,King Faisal Specialist Hospital and Research Centre,King Faisal Specialist Hospital and Research Centre,1,100.0,1,1,King Faisal Specialist Hospital and Research Centre
692,AOTA Press,AOTA Press,AOTA Press,1,100.0,1,1,AOTA Press
693,West China Medical Publishers,West China Medical Publishers,West China Medical Publishers,1,100.0,1,1,West China Medical Publishers
694,Society of Ethnobiology,Society of Ethnobiology,Society of Ethnobiology,1,100.0,1,1,Society of Ethnobiology
695,Sosyoekonomi Society,Sosyoekonomi Society,Sosyoekonomi Society,1,100.0,1,1,Sosyoekonomi Society
696,British Infertility Counselling Association,British Infertility Counselling Association,British Infertility Counselling Association,2,100.0,1,2,British Infertility Counselling Association
697,Academic Press,Academic Press,The Society for Academic Research,3,100.0,4,22,"Academic Press, Academic Publishing, The Society for Academic Research, the Society for Academic Research"
697,Academic Press,Academic Press,the Society for Academic Research,2,100.0,4,22,"Academic Press, Academic Publishing, The Society for Academic Research, the Society for Academic Research"
697,Academic Press,Academic Press,Academic Press,22,100.0,4,22,"Academic Press, Academic Publishing, The Society for Academic Research, the Society for Academic Research"
697,Academic Press,Academic Press,Academic Publishing,1,100.0,4,22,"Academic Press, Academic Publishing, The Society for Academic Research, the Society for Academic Research"
698,The Lancashire and Cheshire Antiquarian Society,The Lancashire and Cheshire Antiquarian Society,The Lancashire and Cheshire Antiquarian Society,1,100.0,1,1,The Lancashire and Cheshire Antiquarian Society
699,Biophysical Society,Biophysical Society,Biophysical Society,1,100.0,1,1,Biophysical Society
700,"Kaunas University of Technology, Lithuania","Kaunas University of Technology, Lithuania","Kaunas University of Technology, Lithuania",1,100.0,1,1,"Kaunas University of Technology, Lithuania"
701,GeroInspired,GeroInspired,GeroInspired,1,100.0,1,1,GeroInspired
702,Gateway Women Ltd,Gateway Women Ltd,Gateway Women Ltd,1,100.0,1,1,Gateway Women Ltd
703,SpermComet,SpermComet,SpermComet,1,100.0,1,1,SpermComet
704,Hogrefe,Hogrefe,hogrefe,1,100.0,2,2,"Hogrefe, hogrefe"
704,Hogrefe,Hogrefe,Hogrefe,2,100.0,2,2,"Hogrefe, hogrefe"
705,WritersMosaic,WritersMosaic,WritersMosaic,1,100.0,1,1,WritersMosaic
706,Barbados Museum & Historical Society,Barbados Museum & Historical Society,Barbados Museum & Historical Society,1,100.0,1,1,Barbados Museum & Historical Society
707,Laboratoire d’Etudes et de Recherches sur le Monde Anglophone (LERMA),Laboratoire d’Etudes et de Recherches sur le Monde Anglophone (LERMA),Laboratoire d’Etudes et de Recherches sur le Monde Anglophone (LERMA),2,100.0,1,2,Laboratoire d’Etudes et de Recherches sur le Monde Anglophone (LERMA)
708,ACPI,ACPI,ACPI,1,100.0,1,1,ACPI
709,Association of Collegiate Schools of Architecture (ACSA),Association of Collegiate Schools of Architecture (ACSA),Association of Collegiate Schools of Architecture (ACSA),2,100.0,1,2,Association of Collegiate Schools of Architecture (ACSA)
710,Ekonomicheskaya Politika,Ekonomicheskaya Politika,Ekonomicheskaya Politika,1,100.0,1,1,Ekonomicheskaya Politika
711,The Twentieth Century Society,The Twentieth Century Society,The Twentieth Century Society,1,100.0,1,1,The Twentieth Century Society
712,IATEFL,IATEFL,IATEFL,1,100.0,1,1,IATEFL
713,Regional Studies Association,Regional Studies Association,Regional Studies Association,2,100.0,1,2,Regional Studies Association
714,Virginia University Press,Virginia University Press,Virginia University Press,1,100.0,1,1,Virginia University Press
715,Catholic University of America Press,Catholic University of America Press,Catholic University of America Press,1,100.0,1,1,Catholic University of America Press
716,British Association of Nature Conservationists,British Association of Nature Conservationists,British Association of Nature Conservationists,1,100.0,1,1,British Association of Nature Conservationists
717,Institution of Environmental Sciences,Institution of Environmental Sciences,Institution of Environmental Sciences,2,100.0,2,2,"Institution of Environmental Sciences, The Institution of Environmental Sciences"
717,Institution of Environmental Sciences,Institution of Environmental Sciences,The Institution of Environmental Sciences,2,100.0,2,2,"Institution of Environmental Sciences, The Institution of Environmental Sciences"
718,Winchester University Press,Winchester University Press,Winchester University Press,1,100.0,1,1,Winchester University Press
719,CHIST-ERA,CHIST-ERA,CHIST-ERA,2,100.0,2,2,"CHIST-ERA, Chist-Era"
